The Logical Song
The Logical Song - Remastered 2010	Supertramp	Breakfast In America (Deluxe Edition)	spotify:track:6mHOcVtsHLMuesJkswc0GZ
Vagabond	Caamp	Caamp	spotify:track:3HAgxyWGeJtIVabS2mTREt
Rosyln	Bon Iver, St. Vincent	The Twilight Saga: New Moon (Original Motion Picture Soundtrack) [Deluxe]	spotify:track:56ToH3YiSMT51y1H2dygOX

Irish Folk Recommendations
When First I Went to Sea	Katie Else	Songs from Across the Lake and Sea	spotify:track:6Dni716awL7NjSf3Sdc6ha
The Rocks of Bawn	Katie Else	Songs from Across the Lake and Sea	spotify:track:5zAeQD4D37XIAVOoCKmAmd
Gaol Ise Gaol I	Katie Else	Songs from Across the Lake and Sea	spotify:track:0u1gmI26sxJGknMCYwrq2t
Amhrán Mhuínse	Katie Else	Songs from Across the Lake and Sea	spotify:track:2uKQ20Y4r6UUwq0mPmmrMz
Barr an tSléibhe	Katie Else	Songs from Across the Lake and Sea	spotify:track:5HS28f8Q5EyWEJdBMuCJmo
Leaving Arranmore	Katie Else	Songs from Across the Lake and Sea	spotify:track:1oWcJ1xV1qRPenyvkmtgMh
1913 Massacre	Katie Else	Songs from Across the Lake and Sea	spotify:track:0oJxS7Ayh50j2jz8b3XkvW
Nuair a Ràinig Mi'm Baile	Katie Else	Songs from Across the Lake and Sea	spotify:track:5gr5SvkowCvYq0kIj7wlCT
Sail Óg Rua	Katie Else	Songs from Across the Lake and Sea	spotify:track:1DKBv3up2B6clW4b5ddEiI
Casadh an Tsúgáin / Frankie's Song	Iarla Ó Lionáird	Brooklyn (Original Motion Picture Soundtrack)	spotify:track:1lIcz0D2LAMHwgTycERNnu
Fainne Geal an Lae	Iarla Ó Lionáird	Foxlight	spotify:track:6YDfvgHYcrfI85a4jX09gz
Coaineadh Na Dtrí Muire (Lament of the Three Marys)	Iarla Ó Lionáird	The Highland Sessions: Volume Two	spotify:track:7LGIoetYutjWELOobKrlj9
Mo Ghile Mear (My Dashing Darling)	Iarla Ó Lionáird, Mary Black, Karen Matheson, Karan Casey, Mary Ann Kennedy, Allan MacDonald	The Highland Sessions: Volume Three	spotify:track:5PakwvIWrcVNOhESLUdn0e
Taimse im' chodhladh (I Am Asleep)	Iarla Ó Lionáird	The Highland Sessions: Volume One	spotify:track:0ue1Ez8jWyYs2kxr7vyxTc
The Goat Song	Iarla Ó Lionáird	Foxlight	spotify:track:2lOPwvyL4wRSVvNDfxHPBD
Taimse Im' Chodladh	Iarla Ó Lionáird	Invisible Fields	spotify:track:0n3MAKuK7PIjC4dy0nxLBc
Caoineadh Na dTrí Mhuire	Iarla Ó Lionáird	The Seven Steps to Mercy	spotify:track:5rBe0ePNSwgT2P0MxE3BHM
Seacht	Iarla Ó Lionáird	The Seven Steps to Mercy	spotify:track:4B0jesrNZTknKsT2p4Z39o
The Foggy Dew - Live	Colm Mac Con Iomaire, Iarla Ó Lionáird	Other Voices 15 (Live)	spotify:track:1xcL2xv1C92mqCJVLojMXJ
The Rocky Road to Dublin - Live	The Dubliners	The Dubliners (Bonus Track Edition)	spotify:track:6Mer1LOfJDd7vUbeWXODrq
Whiskey in the Jar	The Dubliners	The Best Of The Dubliners	spotify:track:1UzofFX5AkfTDnwjcBkM4J
Black Velvet Band	The Dubliners	The Essential Collection	spotify:track:3eLJLZn6bkE6il9x5pS07g
Seven Drunken Nights	The Dubliners	Dublin	spotify:track:0mBgPugbdJQCIAy0YMxG26
The Town I Loved So Well	The Dubliners	The Dubliners	spotify:track:0Db6ciT3uXIpkn5gdfSJUB
The Wild Rover (Live)	The Dubliners	Legendary Concert of the Dubliners 40 Years Reunion (Live)	spotify:track:5eCuReHDkL7n9AOkm3jlox
The Fields of Athenry (Live)	The Dubliners	Legendary Concert of the Dubliners 40 Years Reunion (Live)	spotify:track:2TSECkog1zEEEg5Z9XNqLE
Whiskey in the Jar	The Pogues, The Dubliners	Hell's Ditch (Expanded Edition)	spotify:track:1rJCuds0vDMAjF5RdZU7bq
The Musical Priest / The Blackthorn Stick	The Dubliners	The Dubliners	spotify:track:5UVEM0D973Vi52br39bkUR
Oro Se Do Bheatha 'Bhaile	The Dubliners	25 Years Celebration	spotify:track:4Cht4IwOKR23JU1YrIxCcS

cold
Nightshift	THE NAMES	Swimming	spotify:track:46e2w9UX6mftXJDwhJKKAO
Discovery	THE NAMES	Swimming	spotify:track:0pxPjXY25KFJZq5WNv9YPu
Calcutta	THE NAMES	Swimming	spotify:track:3dZMvsCWhmcWnAEZ8Dr6vp
Life By the Sea	THE NAMES	Swimming	spotify:track:2D8ov6fqvb6cjtLw95PPM8
Spectators Of Life	THE NAMES	Spectators Of Life	spotify:track:45pRasLCDepR7PDuCD7WK2
Seven Years	Eyeless In Gaza	Photographs As Memories	spotify:track:6d81COn50kdz2P1UpdsMFV
New Risen	Eyeless In Gaza	Back From The Rains	spotify:track:2FEAy5yBfjOxENb752I0UY
Veil Like Calm	Eyeless In Gaza	Voice - The Best Of Eyeless In Gaza	spotify:track:7qEB4CBNL4QtYIDcORhbwr
Evening Music	Eyeless In Gaza	Back From The Rains	spotify:track:7eP7cbnyeRaAy6vWy5hG8P
My Last, Lost Melody	Eyeless In Gaza	Back From The Rains	spotify:track:6GDiBhZ37dENDmgCrcuKqD
Tenth Planet	Solid Space	Space Museum	spotify:track:774lbtnXHtm3SzHlYp2mTO
A Darkness in My Soul	Solid Space	Space Museum	spotify:track:4baFyZSUVlqMGsiptP4rwe
Spectrum is Green	Solid Space	Space Museum	spotify:track:6ppyLbtxq531ZUn3ot5YOK
Somewhere	The Danse Society	Seduction (The Society Collection)	spotify:track:6AqzHdj8Wlokm62tmFwG1D
We're So Happy	The Danse Society	Seduction (The Society Collection)	spotify:track:3gjLdLHagRcSIbkQYI4zAe
Hide	The Danse Society	Seduction (The Society Collection)	spotify:track:2Yc6u4sFVc3b7tKak7knmN
Clock	The Danse Society	Seduction (The Society Collection)	spotify:track:4iQUmNFs5H3pu8P11r2Kci
Heaven Is Waiting	The Danse Society	Heaven Is Waiting	spotify:track:6l6LfotaUCEftiRJW4Yeij
Grey Skies	Turquoise Days	Alternative Strategies	spotify:track:2wlEhVv8g8fqZzD6jZxCMW
Blurred	Turquoise Days	Alternative Strategies	spotify:track:78u3IN8igxP3LsTPZtA7SI
Scattering Seeds	Turquoise Days	Alternative Strategies	spotify:track:23tJ5V6bNTslFIjYGNPiXV
Alternative Strategies	Turquoise Days	Alternative Strategies	spotify:track:4nd4ENA176CYynxlNtZNld
Hide	Turquoise Days	Alternative Strategies	spotify:track:4MmVpyCBKxjsuBTrM1JYnu
Another Land	Medio Mutante	Eadem Mutata Resurgo	spotify:track:0xuBaltXI98NLF6wlWVhMT
Corre Corre	Medio Mutante	Eadem Mutata Resurgo	spotify:track:65avJZHTYSJHtwXH23HCcC
Tu Y Yo	Medio Mutante	Eadem Mutata Resurgo	spotify:track:7rwTIuGpfS5GwAQvdg7lhM
17 Años	Medio Mutante	Eadem Mutata Resurgo	spotify:track:3EsUyi4AhpJrnHNtDAZbmI
Inestable	Medio Mutante	Eadem Mutata Resurgo	spotify:track:47ybdU02Gqg9A7nKN8yrtn
Inside Out	Martin Dupont	Hot Paradox	spotify:track:1tbL1iLdlz8fLqopGAL6zZ
Just Because	Martin Dupont	Lost and Late...	spotify:track:4VSvIv9JIDAukgLtS1U6Az
Your Passion	Martin Dupont	Lost and Late...	spotify:track:6lgBWPO5csBm2N24LGMXdl
He Saw the Light	Martin Dupont	Hot Paradox	spotify:track:065Nako4tuel6NDQpKkcWq
Pain	Boy Harsher	Lesser Man EP	spotify:track:13HYthybjhM3iyWcfl8VcN

Laiko
Ta Paidia Ton Fanarion	Nikos Kourkoulis	The Digital Collection	spotify:track:5UyUIN1Vml7AbJYj5oBumP
Ke Me Pernoun Ta Klamata	Stamatis Gonidis	The Digital Collection	spotify:track:1redBI9rwiZBfjQsQ3ZoHY
Den Thelo Tetious Filous	Natasa Theodoridou, Pashalis Terzis	Dipla Se Sena	spotify:track:6LmT09OnqCHvrWDCBMSVas
Bros Gremos Ke Piso Esi	Pashalis Terzis	Glenti Me Ton Pashali	spotify:track:6HWBIbunW7vTVizmprDdLn
Aliti M' Eipes Mia Vradia	Sotiria Bellou	Rebetika (Best of the Best)	spotify:track:633OmnOCYa6H1ZwrdtLmQS
Fotia Sta Savatovrada	Angela Dimitriou	A Night In Greece	spotify:track:2IxIJbbUcso6gVVHsou928
Ah Koritsi Mou	Giannis Ploutarhos	Mikres Fotografies	spotify:track:6RM4uRehk0XvKUzYO3Y93L

A lot of coldwave
Back to Cruelty	Marquis De Sade	Rue de Siam	spotify:track:4TdbRy6U37uvGvUp3SHj7N
Wanda's Loving Boy	Marquis De Sade	Rue de Siam	spotify:track:3GvHIVhpc4Qg5M79dzRIF4
S.a.i.d.	Marquis De Sade	Rue de Siam	spotify:track:6rPe0a28ob6nUwszI4rW3K
Stairs and Halls	Marquis De Sade	Rue de Siam	spotify:track:4Jvyet7PP2qIiOTyi1cc0B
Silent World	Marquis De Sade	Rue de Siam	spotify:track:69msGHeqSaEfLAkc11jQeQ
Cancer and Drugs	Marquis De Sade	Rue de Siam	spotify:track:3a5nJsSl4YGnuW6YY4cg13
Iwo Jima Song	Marquis De Sade	Rue de Siam	spotify:track:6NyyiS05LOlpkRmEQw8uHL
Final Fog (brouillard définitif)	Marquis De Sade	Rue de Siam	spotify:track:7byBtl3LIfIC5HMhnrSm7s
Rue de Siam / Submarines and Iceberg	Marquis De Sade	Rue de Siam	spotify:track:2DUXSeX1dUvaBkY46cemIO
Rythmiques	Marquis De Sade	Rue de Siam	spotify:track:7h5lXLUwH9xniv7100leQf
White Light-White Heat	Marquis De Sade	Rue de Siam	spotify:track:37RnL2VtAwlAHIcj6OeUON
Exposition	Charles De Goal	Etat général	spotify:track:5pvYdwSvfSMINT6k2abCEl
Technicolor	Charles De Goal	Etat général	spotify:track:6RlDhHYYSZqroajufTtrmE
Dans le labyrinthe	Charles De Goal	Etat général	spotify:track:2Mei7rn8qyDUjoCHbFnkTZ
Modem	Charles De Goal	Etat général	spotify:track:4tfjiOg1qFPcQQZWV6ypUQ
Décadence	Charles De Goal	Restructuration	spotify:track:1NFC0TAHuOOfnFHmEeOdR7
Mind	Kas Product	Black & Noir - Mutant Synth-Punk from France 1980-83	spotify:track:3VqYELrjEBAUcgqxt4fmzf
Seven	Kas Product	Black & Noir - Mutant Synth-Punk from France 1980-83	spotify:track:0jrXnRx5W3pbZ6d0cOOCfO
Take Me Tonight	Kas Product	Black & Noir - Mutant Synth-Punk from France 1980-83	spotify:track:5j1PZQP65WV2jdc4jIbpDp
Crash	Kas Product	Black & Noir - Mutant Synth-Punk from France 1980-83	spotify:track:5T52jfBLtjQ5jpqXaLPAQv
Black & Noir	Kas Product	Black & Noir - Mutant Synth-Punk from France 1980-83	spotify:track:3aKZPcBoo52ED7K93wKGKD
Just Because	Martin Dupont	Lost and Late...	spotify:track:4VSvIv9JIDAukgLtS1U6Az
Inside Out	Martin Dupont	Hot Paradox	spotify:track:1tbL1iLdlz8fLqopGAL6zZ
Your Passion	Martin Dupont	Lost and Late...	spotify:track:6lgBWPO5csBm2N24LGMXdl
Just Because - 1985 Remix	Martin Dupont	Lost and Late...	spotify:track:14BWeALGUsi6YJ17m4BfWQ
The Light Goes Through My Mouth	Martin Dupont	Selectors 003 - Marcel Dettmann	spotify:track:4pXw06oomuzHuARW9JNHbS
Sheen	Xeno & Oaklander	Par Avion	spotify:track:12x8gQl2UYcQ3tizSfoPbZ
Sets & Lights	Xeno & Oaklander	Sets & Lights	spotify:track:2rpzKZTEQbXYi5lLNsyQlT
Angélique	Xeno & Oaklander	Hypnos	spotify:track:3wuCJ5kPmKvrvIbreDVrm1
Fire and Smoke	Xeno & Oaklander	Hypnos	spotify:track:1JlY83QvYEvCSws9Z8DXfK
Hypnos	Xeno & Oaklander	Hypnos	spotify:track:1g2EhmNU2gZgMUJLJbo1jd
Insomnia	Xeno & Oaklander	Hypnos	spotify:track:26NDczI3hV4SpSonH34ud7
Marble	Xeno & Oaklander	Topiary	spotify:track:26nCJikb3DDUB3OoWIf38x
Chevron	Xeno & Oaklander	Topiary	spotify:track:4m9SOhNT5KbrHcFRNQTPtu
Altamira	Xeno & Oaklander	Hypnos	spotify:track:4jl0qbUOkIXUNs1wQCYpaM
The Light, The Whisper	Xeno & Oaklander	Hypnos	spotify:track:3stGdvqidESxs3yxx0FcoK

Russian Doll Things
Synapse	Linea Aspera	Linea Aspera	spotify:track:4X3IQUzwAE8ZR5N1lTQl9x
I Hope You Die	Molly Nilsson	History	spotify:track:5kWbmJzK2LYNLhcs7DKR9e
Black Light	Replicant	Black Light	spotify:track:0tRbPkxR4XF4xtVbMV2yRF
Skin	Zola Jesus	Conatus	spotify:track:2OBnIbLErfbt47kSPmCfAw
M.P.S.	Institute	Readjusting the Locks	spotify:track:25Sht3Cw5gbrhAO10xyHtb
Deception	The Crüxshadows	Frozen Embers	spotify:track:0bpvLZBlLfNjLnFtoCKIxV
Pale Empress	The Merry Thoughts	New Alternatives II	spotify:track:0MpED5lINAluPXp1zoS0Zq
Tenement Roofs	Glorious Din	Killed By Deathrock Vol.1	spotify:track:0k4Wrb5rgyorZhkVBM5PKA
Low Violet	The Merry Thoughts	Angel Child III - Belief in Angels	spotify:track:4zuJ1LXpRO7z3cRwDD17n7
A Mirage	The Essence	Monument Of Trust	spotify:track:3QCDdkUAk1h4mYq0JZybTb
Ruh	She Past Away	Klubb Död Compilation, Vol. 1	spotify:track:6UqXM2TcUdJJD8tuHzT4rU
Asimilasyon	She Past Away	Narin Yalnizlik	spotify:track:513Btbko3502Gth1g7Seyj
Ritüel	She Past Away	Belirdi Gece	spotify:track:53STwUcy9VxTLyAVLLGQyy
Funeral Train	Merciful Nuns	Lib. 1	spotify:track:6eXv1NUnjAhwFVy5WGNwov
Love Still Remains	Angels of Liberty, N/A	Telepathine	spotify:track:4RYblqrlDN35sieIrDLZAK
Nineties - Remastered	Star Industry	Last Crusades Limited CD	spotify:track:1NC98F1BQgf7KIJ8BByMtR
Twist in My Sobriety	Dreadful Shadows	The Cycle	spotify:track:1LSPp0Kf6ga3re5Cw55HAz
Shallow Tears	Light Asylum	Light Asylum	spotify:track:3NBL0bmfyNXGY5dmHYtXqS
End Of Days	Light Asylum	Light Asylum	spotify:track:3JkXtYFKKBMZoOfqoKBxPP
Skull Fuct	Light Asylum	In Tension	spotify:track:733DmeMDHqot4Oa2QIft6r
A Mirage	The Essence	Monument Of Trust	spotify:track:3QCDdkUAk1h4mYq0JZybTb
The Cat	The Essence	Purity	spotify:track:3F9PyYx4534XEULXyfMR16
Only For You	The Essence	Ecstasy / Nothing Lasts Forever	spotify:track:5kiBYHz1VC5a0pmxLRVFm9
Endless Lakes	The Essence	Purity	spotify:track:0b7lPwXd0YkfJ49jJhI8qS

Arts & Crafts
Churches Under The Stairs	Brendan Canning	Something For All Of Us	spotify:track:4ClpttuOtUPo9Mzzm9xF6X
Hit The Wall	Brendan Canning	Something For All Of Us	spotify:track:0uIhXRlf0CbM3jq3J9tMtP
Leave With Me	Memphis	Leave With Me	spotify:track:2fxPtRI2sxkgAgipFd2PhL
What Is This Thing Called?	Memphis	Here Comes A City	spotify:track:6ldbxfuflDAaAvbb3f3an4
I Am The Photographer	Memphis	Here Comes A City	spotify:track:2NrDPKobJx1uZ5nGLAUXqH
Into The Wild	Memphis	I Dreamed We Fell Apart	spotify:track:6VKMHeJs1FFggF5yFSEGiA
Cause = Time	Broken Social Scene	You Forgot It In People	spotify:track:17z65LFVRqSVJCMyjfrBm9
7/4 (Shoreline)	Broken Social Scene	Broken Social Scene	spotify:track:5PurHGjwfAQel15O4ZIiGu
Stars and Sons	Broken Social Scene	You Forgot It In People	spotify:track:34NxpUqK4BZmVB9Pe6VuUZ
Hug Of Thunder	Broken Social Scene	Hug Of Thunder	spotify:track:5eyTSlaihupr5Evo1pigNw
Soft Revolution	Stars	Set Yourself On Fire	spotify:track:1Jyxd07rjWsZND6ONooOi3
Mushaboom	Feist	Let It Die	spotify:track:66olzBxCgKlpFRB1LKH5pO
Lola Stars and Stripes	The Stills	Logic Will Break Your Heart (U.S. Version)	spotify:track:7yWNhXwWG4dYThGatvhCDq
Disclaimer	The Dears	Missiles	spotify:track:45IXk8okNY8JtBsiYiu74e
Ready to Shine	Young Galaxy	Falsework	spotify:track:2KbO34e8OSEOcTRStMOPdV
Safety Bricks	Kevin Drew	Spirit If...	spotify:track:6E5eLNRpkb9JSPUc6OLJg1
Grow Up and Blow Away	Metric	Grow Up And Blow Away	spotify:track:4tTSPlJX18X8qksCzmvVPj
National Anthem Of Nowhere	Apostle Of Hustle	National Anthem Of Nowhere	spotify:track:4fdz58gX16zO8BLTU0LWXJ
Hangover Days	Jason Collett	Idols Of Exile	spotify:track:1Tmgfl1TWPV9Lb4jHMssjg
A Lesson In Crime	Tokyo Police Club	Smith	spotify:track:7vTjAqWDyYr7T8yy4e07bd
Book It To Fresno	Brendan Canning	Home Wrecking Years	spotify:track:2yW6UbYHHvdgYnEvIFV1KL
Mexican After Show Party	Kevin Drew	Darlings	spotify:track:1SDC5uRZVmgDNxMhfOrBrr
You In Your Were	Kevin Drew	Darlings	spotify:track:375k5vfp7Hyd8VCc5O9Qt0

Arts and Crafts Audit
Cause = Time	Broken Social Scene	You Forgot It In People	spotify:track:17z65LFVRqSVJCMyjfrBm9
Soft Revolution	Stars	Set Yourself On Fire	spotify:track:1Jyxd07rjWsZND6ONooOi3
Mushaboom	Feist	Let It Die	spotify:track:66olzBxCgKlpFRB1LKH5pO
Lola Stars and Stripes	The Stills	Logic Will Break Your Heart (U.S. Version)	spotify:track:7yWNhXwWG4dYThGatvhCDq
Disclaimer	The Dears	Missiles	spotify:track:45IXk8okNY8JtBsiYiu74e
Ready to Shine	Young Galaxy	Falsework	spotify:track:2KbO34e8OSEOcTRStMOPdV
7/4 (Shoreline)	Broken Social Scene	Broken Social Scene	spotify:track:5PurHGjwfAQel15O4ZIiGu
Safety Bricks	Kevin Drew	Spirit If...	spotify:track:6E5eLNRpkb9JSPUc6OLJg1
Churches Under The Stairs	Brendan Canning	Something For All Of Us	spotify:track:4ClpttuOtUPo9Mzzm9xF6X
Grow Up and Blow Away	Metric	Grow Up And Blow Away	spotify:track:4tTSPlJX18X8qksCzmvVPj
Games For Days	Julian Plenti	Julian Plenti Is… Skyscraper	spotify:track:5tTiveFWvwhOpwyTMtmqve
Can You Tell	Ra Ra Riot	The Rhumb Line	spotify:track:1CJz0q1JhAnSJCF2DnqTrG
National Anthem Of Nowhere	Apostle Of Hustle	National Anthem Of Nowhere	spotify:track:4fdz58gX16zO8BLTU0LWXJ
I Want The Lights On After Dark	Memphis	Here Comes A City	spotify:track:4Qhzy3aQ3WvuezfwdMGT10
You Never Really Knew Me	Memphis	Leave With Me	spotify:track:0YXQ1X9aT0I4qdP5H4HzWT
Leave With Me	Memphis	Leave With Me	spotify:track:2fxPtRI2sxkgAgipFd2PhL
Basil	Memphis	Leave With Me	spotify:track:3NnZVrLAOfwrq8lLqY3lbC
Since I Didn't Die	Memphis	Leave With Me	spotify:track:3lJWeky2tS14h1M5aivBDp
Camilo - The Magician	Said The Whale	Islands Disappear	spotify:track:2JJ9gp9kG8vhW5V97LDvRL
UnAmerican	Said The Whale	Cascadia	spotify:track:0qSTijeNE9JwdrU1HUmWhY
Record Shop	Said The Whale	Cascadia	spotify:track:44jvccYToFFYHqP7IiGIRT
I Love You	Said The Whale	hawaiii	spotify:track:45g3mVFQOWb2isoj2Swwil
Level Best	Said The Whale	Cascadia	spotify:track:1vjHTiQG1HO1ly4PJB2vaU
My Sword Hand's Anger	Apostle Of Hustle	National Anthem Of Nowhere	spotify:track:4dXPBrBelrfdnMY5giDpFV
Folkloric Feel	Apostle Of Hustle	Folkloric Feel	spotify:track:1COdhaDfNXYmXbfHPJzP0v
Cheap Like Sebastien	Apostle Of Hustle	National Anthem Of Nowhere	spotify:track:7uxibofRBJoEGJx46mjXkv
Sleepwalking Ballad	Apostle Of Hustle	Folkloric Feel	spotify:track:3esJ3Xt21qvG0VAFs6YVJR
Energy Of Death	Apostle Of Hustle	Folkloric Feel	spotify:track:13PhxzvGQVMZRLbRbaEoH4
Good Sex	Kevin Drew	Darlings	spotify:track:6KdDL0uNMAFdgzjCm1PQZ6
Love vs. Porn	Kevin Drew	Dark Was The Night (Red Hot Compilation)	spotify:track:3jcoAtNTBhOR6956zNIf3E
You In Your Were	Kevin Drew	Darlings	spotify:track:375k5vfp7Hyd8VCc5O9Qt0
Tbtf	Kevin Drew	Spirit If...	spotify:track:7Dha5Jw4EVQbFHe58pJ5AU
F-ked Up Kid	Kevin Drew	Spirit If...	spotify:track:5OFuNX7P5H1O2fbhM2kDYH
Churches Under The Stairs	Brendan Canning	Something For All Of Us	spotify:track:4ClpttuOtUPo9Mzzm9xF6X
Chameleon	Brendan Canning	Something For All Of Us	spotify:track:5FEOPd2uvBSp8qP7vajwPI
Book It To Fresno	Brendan Canning	Home Wrecking Years	spotify:track:2yW6UbYHHvdgYnEvIFV1KL
Hit The Wall	Brendan Canning	Something For All Of Us	spotify:track:0uIhXRlf0CbM3jq3J9tMtP
Keystone Dealers	Brendan Canning	Home Wrecking Years	spotify:track:5ITnnZlzCI8XZAFv5SQhb9
Ontario Morning	The Most Serene Republic	Mediac	spotify:track:1gNzS4g3chVrtxv2xnGpen
Humble Peasants	The Most Serene Republic	Population	spotify:track:7exQs7m6CnQixB28NSLmxw
Love Loves to Love Love	The Most Serene Republic	Mediac	spotify:track:2RhqkxE0G5U1ZPYrrpMvX1
Present Of Future End	The Most Serene Republic	Population	spotify:track:2QSE5UTiWAbzHAQCtxMnf4
Heavens To Purgatory	The Most Serene Republic	...And The Ever Expanding Universe	spotify:track:6RsmVKZ2yWJ891cxZZrCcu
Hangover Days	Jason Collett	Idols Of Exile	spotify:track:1Tmgfl1TWPV9Lb4jHMssjg
Song And Dance Man	Jason Collett	Song And Dance Man	spotify:track:3KwdtIdHyQHWCUA4BxDGiY
Love You Babe	Jason Collett	Song And Dance Man	spotify:track:1MOsX348789QZbhgS7Y3U7
Provincial Blues	Jason Collett	Song And Dance Man	spotify:track:3W6RlOmQz9vhRCNy56incf
These Are The Days	Jason Collett	Idols Of Exile	spotify:track:44g0kd30idU74ePM1sV9HO
I Will Follow You Into the Dark	Amy Millan	Masters Of The Burial	spotify:track:6vlGGHwi7RNolZCXdgPICC
Skinny Boy	Amy Millan	Honey From The Tombs	spotify:track:12DTMnp9HVukRbRAt9d0Z1
Lost Compass	Amy Millan	Masters Of The Burial	spotify:track:1Zi3wEa69CYPUt1fG44NnC
Losin' You	Amy Millan	Honey From The Tombs	spotify:track:15DVuosk2ceIHICTjQBcPL
Baby I	Amy Millan	Honey From The Tombs	spotify:track:07AEpZnx10LG5ZZlrKLMEN
What Else Is There ?	Röyksopp	The Understanding	spotify:track:238vPTkV2cKupWDnAietb6
Church (Lost Tapes)	Röyksopp	Church (Lost Tapes)	spotify:track:5FQp1qtfMzMNuvYsNz2NGz
Rising Urge (Lost Tapes) - Original	Röyksopp	Rising Urge (Lost Tapes) [Original]	spotify:track:4D2zAaCFuDMlIboD7UH8X5
Eple	Röyksopp	Melody AM	spotify:track:0Zw4llKeB35SIKASy1aLtV
In the End (Lost Tapes)	Röyksopp, Man Without Country, Susanne Sundfør	In the End (Lost Tapes)	spotify:track:2vyACbL11HoiWTcA6Ri7wU
Kim & Jessie - Montag Remix	M83, Montag	Saturdays=Youth Remixes & B-Sides	spotify:track:5hoAXHQpWuwEYNGu8Ol5ad
The Black House, the Blue Sky - Stars vs. Montag	Stars, Montag	The Five Ghosts	spotify:track:4sXvTAykaB0RSw7fWvsNHL
True Love (feat. Native Cell)	Montag, Native Cell	Phases	spotify:track:0lQQXsqxZS6Z6tlZ80dHuv
I Have Sound	Montag	Going Places	spotify:track:0wvwM2WoNVRZ3YB5CfWO3V
Sommernacht	Montag	Montag	spotify:track:1VDIcpWhSBe8b8UbZWJaDR
Tulips - Minotaur Shock Remix	Minotaur Shock, Bloc Party	Evil Nine Present : Y4K	spotify:track:0SwecF3sQwuTEqWnsPYVk0
Prittskin	Minotaur Shock	MINO	spotify:track:3mBpxRHdQZsRJ3U5kd0Jn5
Petr Petr	Minotaur Shock	MINO	spotify:track:7xQixhZ7hwjkgIIWNGs7Ih
The Broads	Minotaur Shock	Maritime	spotify:track:0IrmXOpVwz03SINAC1UukQ
Flytip Toe	Minotaur Shock	MINO	spotify:track:2boQwapglHNMJQOzrEMapR
Over It	Junior Boys	Big Black Coat	spotify:track:7yLS3sYpFKIUsVFXxu8uuK
In The Morning	Junior Boys	So This Is Goodbye	spotify:track:3FUq5TseOjqUU4RXbO2y66
Parallel Lines	Junior Boys	Begone Dull Care	spotify:track:2Z8pdn7iDjaCwND5R3KQuX
Dull to Pause	Junior Boys	Begone Dull Care	spotify:track:13iGkvUtzm79OtStnf995p
Teach Me How To Fight	Junior Boys	Last Exit	spotify:track:1cRYMskqTgzyZdwNO8fSDS
Paul Simon	The Russian Futurists	Our Thickness	spotify:track:7nehIFDXsZE0KYcdF8Em7s
Precious Metals	The Russian Futurists	Let's Get Ready To Crumble	spotify:track:6uxT6rULGysuM10W4OVK2K
Let's Get Ready To Crumble	The Russian Futurists	Let's Get Ready To Crumble	spotify:track:609hN3ebMYiU5tEkPyvf9y
One Night, One Kiss	The Russian Futurists	The Weight's On The Wheels	spotify:track:7LPO591lE7nW7EJ1ZUxG6V
Paul Simon	The Russian Futurists	Me, Myself and Rye	spotify:track:3KRIhBerFsfSjH6MrG9sDm
(It Could Be) Love	Camouflage Nights	Camouflage Nights	spotify:track:4ZZE0mNVwM8EmghXbyfh4o
Five Five Minutes	Camouflage Nights	Camouflage Nights	spotify:track:0cDpsy0fmAIRs64MNlmSO5
Antarctica	Camouflage Nights	Camouflage Nights	spotify:track:0Gpe1yrSYdEtYsKBBidfGd
When We Get Home Tonight	Camouflage Nights	Camouflage Nights	spotify:track:2evKudlsva4uVIdDO0prlF
The End of August	Camouflage Nights	Camouflage Nights	spotify:track:3qz6ISMtEL3jfj5IJoEHGn
Wait up for You	The Belle Game	Ritual Tradition Habit	spotify:track:5g6v9y8m1bJyJmkXCqt0PP
Only One	The Belle Game	Only One	spotify:track:49QizaWKRvSa14ebLOiLEt
Tradition	The Belle Game	Ritual Tradition Habit	spotify:track:6YIX9jxNfhnnuE2VhVlmmz
Spirit	The Belle Game	Fear/Nothing	spotify:track:3nxiBibGuMnhbXjrOVHriI
River	The Belle Game	Ritual Tradition Habit	spotify:track:2Q4Kb9FyPeZY2yW8qZSwN5
WEIGHT OFF	KAYTRANADA, BADBADNOTGOOD	99.9%	spotify:track:2vWxvpycD0ELvOJr6g4pQt
In Your Eyes	BADBADNOTGOOD, Charlotte Day Wilson	IV	spotify:track:3ASXl6RsPDxZElS8Qmv2UB
Time Moves Slow	BADBADNOTGOOD, Sam Herring	IV	spotify:track:61yfA2rLdxuaBncErNPnBY
nervous	Jonah Yano, BADBADNOTGOOD	nervous	spotify:track:1q1RaVa0I7TN8SqSoLGIcP
Hedron	BADBADNOTGOOD	Late Night Tales: Bonobo	spotify:track:10lGufP5RmCsUwKDTcPpxs
Glue	Bernice	Puff: In The Air Without A Shape	spotify:track:0gJYGDUJKq7rMDvJzMBPJF
He's The Moon	Bernice	Puff: In The Air Without A Shape	spotify:track:16y9EHfDv2ANmDzxrs4zQp
Passenger Plane	Bernice	Puff: In The Air Without A Shape	spotify:track:2iFgaiCTkxJhv4Bxc7z5o0
St Lucia	Bernice	Puff	spotify:track:7jSy056qtOByCJAg75yILK
